,Name,2G,3G,4G,5G,Announced,Released,Dimension,Weight,Build,Sim,Body(Other),Display Type,Display Size,Resolution,Display Protection,Display(Other),OS,Chipset,CPU,GPU,Memory(External),Memory(Internal),Main Camera,Main Camera(Features),Main Camera(Video),Front Camera,Front Camera(Features),Front Camera(Video),Speker,Headphone Jack,WiFi,Bluetooth,GPS,NFC,Radio,USB,Sensors,Battery Type,Charging,Battery Talktime,Colors,Models,SAR,SAR EU,Price,Benchmark Results,Battery Test,Popularity,Rating
24,Apple iPhone 7,TRUE,TRUE,TRUE,FALSE,"2016, September 07. Released 2016, September 16",Discontinued,138.3 x 67.1 x 7.1 mm (5.44 x 2.64 x 0.28 in),138 g (4.87 oz),"Glass front (Corning-made glass), aluminum back, aluminum frame",Nano-SIM,"IP67 dust/water resistant (up to 1m for 30 min)
Apple Pay (Visa, MasterCard, AMEX certified)","Retina IPS LCD, 625 nits (typ)","4.7 inches, 60.9 cm2 (~65.6% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)",Ion-strengthened glass,3D Touch display & home button,"iOS 10.0.1, upgradable to iOS 15.7",Apple A10 Fusion (16 nm),Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr),PowerVR Series7XT Plus (six-core graphics),No,"32GB 2GB RAM, 128GB 2GB RAM, 256GB 2GB RAM","12 MP, f/1.8, 28mm (wide), 1/3"", PDAF, OIS","Quad-LED dual-tone flash, HDR","4K@30fps, 1080p@30/60/120fps, 720p@240fps","7 MP, f/2.2, 32mm (standard)","Face detection, HDR, panorama",1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.2, A2DP, LE","GPS, GLONASS, GALILEO, QZSS",Yes,No,"Lightning, USB 2.0","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Ion 1960 mAh, non-removable (7.45 Wh)",,Up to 14 h (3G),"Jet Black, Black, Silver, Gold, Rose Gold, Red","A1660, A1778, A1779, A1780, A1853, A1866, iPhone9,1, iPhone9,3",1.19 W/kg (head)     1.19 W/kg (body)     ,1.38 W/kg (head)     1.34 W/kg (body)     ,About 180 EUR,"
Basemark OS II 2.0: 3416",Endurance rating 61h,"52,967,669 hits",4.1
25,Apple iPhone SE,TRUE,TRUE,TRUE,FALSE,"2016, March 21. Released 2016, March 31",Discontinued,123.8 x 58.6 x 7.6 mm (4.87 x 2.31 x 0.30 in),113 g (3.99 oz),"Glass front (Corning-made glass), aluminum back, aluminum frame",Nano-SIM,"Apple Pay (Visa, MasterCard, AMEX certified)",IPS LCD,"4.0 inches, 44.1 cm2 (~60.8% screen-to-body ratio)","640 x 1136 pixels, 16:9 ratio (~326 ppi density)",,,"iOS 9.3.2, upgradable to iOS 15.7",Apple A9 (14 nm),Dual-core 1.84 GHz Twister,PowerVR GT7600 (six-core graphics),No,"16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM, 128GB 2GB RAM","12 MP, f/2.2, 29mm (standard), 1/3"", 1.22µm, PDAF","Dual-LED dual-tone flash, HDR","4K@30fps, 1080p@30/60fps, 1080p@120fps, 720p@240fps","1.2 MP, f/2.4, 31mm (standard)","Face detection, HDR, panorama",720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, hotspot","4.2, A2DP, LE","GPS, GLONASS",Yes (Apple Pay only),No,"Lightning, USB 2.0","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 1624 mAh, non-removable (6.21 Wh)",,Up to 14 h (3G),"Space Gray, Silver, Gold, Rose Gold","A1662, A1723, A1724, iPhone8,4",1.17 W/kg (head)     1.19 W/kg (body)     ,0.72 W/kg (head)     0.97 W/kg (body)     ,About 140 EUR,"
Basemark OS II 2.0: 2163",Endurance rating 73h,"25,975,685 hits",3.7
26,Apple iPhone 6s Plus,TRUE,TRUE,TRUE,FALSE,"2015, September 09. Released 2015, September 25",Discontinued,158.2 x 77.9 x 7.3 mm (6.23 x 3.07 x 0.29 in),192 g (6.77 oz),"Glass front (Corning-made glass), aluminum back, aluminum frame",Nano-SIM,"Apple Pay (Visa, MasterCard, AMEX certified)",IPS LCD,"5.5 inches, 83.4 cm2 (~67.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Ion-strengthened glass, oleophobic coating",3D Touch display,"iOS 9, upgradable to iOS 15.7",Apple A9 (14 nm),Dual-core 1.84 GHz Twister,PowerVR GT7600 (six-core graphics),No,"16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM, 128GB 2GB RAM","12 MP, f/2.2, 29mm (standard), 1/3"", 1.22µm, PDAF, OIS","Dual-LED dual-tone flash, HDR","4K@30fps, 1080p@60fps, 1080p@120fps, 720p@240fps","5 MP, f/2.2, 31mm (standard)","Face detection, HDR, panorama",720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.2, A2DP, LE","GPS, GLONASS, GALILEO, QZSS",Yes (Apple Pay only),No,"Lightning, USB 2.0","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Ion 2750 mAh, non-removable (10.45 Wh)",,Up to 24 h (3G),"Space Gray, Silver, Gold, Rose Gold","A1634, A1687, A1690, A1699, iPhone8,2",1.12 W/kg (head)     1.14 W/kg (body)     ,0.93 W/kg (head)     0.98 W/kg (body)     ,About 240 EUR,"
Basemark OS II 2.0: 2261",Endurance rating 85h,"29,471,879 hits",
27,Apple iPhone 6s,TRUE,TRUE,TRUE,FALSE,"2015, September 09. Released 2015, September 25",Discontinued,138.3 x 67.1 x 7.1 mm (5.44 x 2.64 x 0.28 in),143 g (5.04 oz),"Glass front (Corning-made glass), aluminum back, aluminum frame",Nano-SIM,"Apple Pay (Visa, MasterCard, AMEX certified)","IPS LCD, 500 nits","4.7 inches, 60.9 cm2 (~65.6% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","Ion-strengthened glass, oleophobic coating",3D Touch,"iOS 9, upgradable to iOS 15.7",Apple A9 (14 nm),Dual-core 1.84 GHz Twister,PowerVR GT7600 (six-core graphics),No,"16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM, 128GB 2GB RAM","12 MP, f/2.2, 29mm (standard), 1/3"", 1.22µm, PDAF","Dual-LED dual-tone flash, HDR","4K@30fps, 1080p@60fps,1080p@120fps, 720p@240fps","5 MP, f/2.2, 31mm (standard)","Face detection, HDR, panorama",720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.2, A2DP, LE","GPS, GLONASS, GALILEO, QZSS",Yes (Apple Pay only),No,"Lightning, USB 2.0","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Ion 1715 mAh, non-removable (6.91 Wh)",,Up to 14 h (3G),"Space Gray, Silver, Gold, Rose Gold","A1633, A1688, A1691, A1700, iPhone8,1",1.14 W/kg (head)     1.14 W/kg (body)     ,0.87 W/kg (head)     0.98 W/kg (body)     ,About 230 EUR,"
Basemark OS II 2.0: 2195",Endurance rating 62h,"51,302,389 hits",4
28,Apple iPhone 6 Plus,TRUE,TRUE,TRUE,FALSE,"2014, September 09. Released 2014, September 19",Discontinued,158.1 x 77.8 x 7.1 mm (6.22 x 3.06 x 0.28 in),172 g (6.07 oz),"Glass front (Corning-made glass), aluminum back, aluminum frame",Nano-SIM,"Apple Pay (Visa, MasterCard, AMEX certified)",IPS LCD,"5.5 inches, 83.4 cm2 (~67.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Ion-strengthened glass, oleophobic coating",,"iOS 8, upgradable to iOS 12.5.6",Apple A8 (20 nm),Dual-core 1.4 GHz Typhoon (ARM v8-based),PowerVR GX6450 (quad-core graphics),No,"16GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM","8 MP, f/2.2, 29mm (standard), 1/3"", 1.5µm, PDAF, OIS","Dual-LED dual-tone flash, HDR","1080p@60fps, 720p@240fps","1.2 MP, f/2.2, 31mm (standard)","face detection, HDR, FaceTime over Wi-Fi or Cellular",720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.0, A2DP, LE","GPS, GLONASS",Yes (Apple Pay only),No,"Lightning, USB 2.0","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Po 2915 mAh, non-removable (11.1 Wh)",,Up to 24 h (3G),"Space Gray, Silver, Gold","A1522, A1524, iPhone7,1",1.19 W/kg (head)     1.19 W/kg (body)     ,0.99 W/kg (head)     0.91 W/kg (body)     ,About 420 EUR,,Endurance rating 79h,"35,063,036 hits",
29,Apple iPhone 6,TRUE,TRUE,TRUE,FALSE,"2014, September 09. Released 2014, September 19",Discontinued,138.1 x 67 x 6.9 mm (5.44 x 2.64 x 0.27 in),129 g (4.55 oz),"Glass front (Corning-made glass), aluminum back, aluminum frame",Nano-SIM,"Apple Pay (Visa, MasterCard, AMEX certified)",IPS LCD,"4.7 inches, 60.9 cm2 (~65.8% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","Ion-strengthened glass, oleophobic coating",,"iOS 8, upgradable to iOS 12.5.6",Apple A8 (20 nm),Dual-core 1.4 GHz Typhoon (ARM v8-based),PowerVR GX6450 (quad-core graphics),No,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM","8 MP, f/2.2, 29mm (standard), 1/3"", 1.5µm, PDAF","Dual-LED dual-tone flash, HDR","1080p@60fps, 720p@240fps","1.2 MP, f/2.2, 31mm (standard)","face detection, HDR, FaceTime over Wi-Fi or Cellular",720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.0, A2DP, LE","GPS, GLONASS",Yes (Apple Pay only),No,"Lightning, USB 2.0","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Po 1810 mAh, non-removable (6.9 Wh)",,Up to 14 h (3G),"Space Gray, Silver, Gold","A1549, A1586, A1589, A1522, A1524, A1593, iPhone7,2",1.18 W/kg (head)     1.18 W/kg (body)     ,0.98 W/kg (head)     0.97 W/kg (body)     ,About 100 EUR,"
Basemark X: 15841",Endurance rating 61h,"79,910,165 hits",
30,Apple iPhone 5s,TRUE,TRUE,TRUE,FALSE,"2013, September 10. Released 2013, September 20",Discontinued,123.8 x 58.6 x 7.6 mm (4.87 x 2.31 x 0.30 in),112 g (3.95 oz),"Glass front (Corning-made glass), aluminum back, aluminum frame",Nano-SIM,,IPS LCD,"4.0 inches, 44.1 cm2 (~60.8% screen-to-body ratio)","640 x 1136 pixels, 16:9 ratio (~326 ppi density)","Corning Gorilla Glass, oleophobic coating",,"iOS 7, upgradable to iOS 12.5.6",Apple A7 (28 nm),Dual-core 1.3 GHz Cyclone (ARM v8-based),PowerVR G6430 (quad-core graphics),No,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM","8 MP, f/2.2, 29mm (standard), 1/3"", 1.5µm, AF","Dual-LED dual-tone flash, HDR","1080p@30fps, 720p@120fps","1.2 MP, f/2.4, 31mm (standard)","face detection, HDR, FaceTime over Wi-Fi or Cellular",720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP","GPS, GLONASS",No,No,"Lightning, USB 2.0","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 1560 mAh, non-removable (5.92 Wh)",,Up to 10 h (3G),"Space Gray, White/Silver, Gold","A1453, A1457, A1518, A1528, A1530, A1533, iPhone6,1, iPhone6,2",1.12 W/kg (head)     1.18 W/kg (body)     ,1.00 W/kg (head)     0.80 W/kg (body)     ,About 330 EUR,"
Basemark X: 14341",Endurance rating 54h,"66,063,145 hits",
31,Apple iPhone 5c,TRUE,TRUE,TRUE,FALSE,"2013, September 10. Released 2013, September 20",Discontinued,124.4 x 59.2 x 9 mm (4.90 x 2.33 x 0.35 in),132 g (4.66 oz),"Glass front, plastic back, plastic frame",Nano-SIM,,IPS LCD,"4.0 inches, 44.1 cm2 (~59.9% screen-to-body ratio)","640 x 1136 pixels, 16:9 ratio (~326 ppi density)",,,"iOS 7, upgradable to iOS 10.3.3",Apple A6 (32 nm),Dual-core 1.3 GHz Swift (ARM v7-based),PowerVR SGX 543MP3 (triple-core graphics),No,"8GB 1GB RAM, 16GB 1GB RAM, 32GB 1GB RAM","8 MP, f/2.4, 33mm (standard), 1/3.2"", 1.4µm, AF","LED flash, panorama, HDR",1080p@30fps,1.2 MP,"face detection, FaceTime over Wi-Fi or Cellular",720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band","4.0, A2DP, LE","GPS, GLONASS",No,No,"Lightning, USB 2.0","Accelerometer, gyro, proximity, compass","Li-Po 1510 mAh, non-removable (5.73 Wh)",,Up to 10 h (3G)," White, Blue, Green, Yellow, Pink","A1456, A1507, A1516, A1529, A1532, iPhone5,3, iPhone5,4",1.15 W/kg (head)     1.17 W/kg (body)     ,1.00 W/kg (head)     0.96 W/kg (body)     ,About 300 EUR,"
Basemark X: 2225",Endurance rating 52h,"18,063,438 hits",
32,Apple iPhone 5,TRUE,TRUE,TRUE,FALSE,"2012, September 12. Released 2012, September  21",Discontinued,123.8 x 58.6 x 7.6 mm (4.87 x 2.31 x 0.30 in),112 g (3.95 oz),"Glass front (Corning-made glass), aluminum back, aluminum frame",Nano-SIM,,IPS LCD,"4.0 inches, 44.1 cm2 (~60.8% screen-to-body ratio)","640 x 1136 pixels, 16:9 ratio (~326 ppi density)","Corning Gorilla Glass, oleophobic coating",,"iOS 6, upgradable to iOS 10.3.4",Apple A6 (32 nm),Dual-core 1.3 GHz Swift (ARM v7-based),PowerVR SGX 543MP3 (triple-core graphics),No,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM","8 MP, f/2.4, 33mm (standard), 1/3.2"", 1.4µm, AF","LED flash, panorama, HDR",1080p@30fps,"1.2 MP, f/2.4, 35mm (standard)","face detection, FaceTime over Wi-Fi or Cellular",720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP, LE","GPS, A-GPS, GLONASS",,No,"Lightning, USB 2.0","Accelerometer, gyro, proximity, compass","Li-Po 1440 mAh, non-removable (5.45 Wh)",,Up to 8 h (3G),"Black/Slate, White/Silver","A1428, A1429, A1442, iPhone5,1, iPhone5,2",1.18 W/kg (head)     1.18 W/kg (body)     ,0.95 W/kg (head)     0.90 W/kg (body)     ,About 340 EUR,"
Basemark X: 2229",Endurance rating 51h,"56,216,307 hits",
33,Apple iPhone 4s,TRUE,TRUE,FALSE,FALSE,"2011, October 04. Released 2011, October 14",Discontinued,115.2 x 58.6 x 9.3 mm (4.54 x 2.31 x 0.37 in),140 g (4.94 oz),"Glass front (Corning-made glass), glass back, stainless steel frame",Micro-SIM,Scratch-resistant glass back panel,IPS LCD,"3.5 inches, 36.5 cm2 (~54.0% screen-to-body ratio)","640 x 960 pixels, 3:2 ratio (~330 ppi density)","Corning Gorilla Glass, oleophobic coating",,"iOS 5, upgradable to iOS 9.3.6",Apple A5 (45 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX543MP2,No,"8GB 512MB RAM, 16GB 512MB RAM, 32GB 512MB RAM, 64GB 512MB RAM","8 MP, f/2.4, 35mm (standard), 1/3.2"", 1.4µm, AF","LED flash, panorama, HDR",1080p@30fps,"VGA, videocalling over Wi-Fi and 3G",,480p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","GPS, A-GPS, GLONASS",,No,2,"Accelerometer, gyro, proximity, compass","Li-Po 1432 mAh, non-removable (5.3 Wh)",,Up to 8 h (3G),"Black, White","A1431, A1387, iPhone4,1",1.18 W/kg (head)     0.98 W/kg (body)     ,0.99 W/kg (head)     0.99 W/kg (body)     ,About 190 EUR,,Endurance rating 45h,"46,763,172 hits",
34,Apple iPhone 4,TRUE,TRUE,FALSE,FALSE,"2010, June. Released 2010, June",Discontinued,115.2 x 58.6 x 9.3 mm (4.54 x 2.31 x 0.37 in),137 g (4.83 oz),"Glass front (Corning-made glass), glass back, stainless steel frame",Micro-SIM,Scratch-resistant glass back panel,IPS LCD,"3.5 inches, 36.5 cm2 (~54.0% screen-to-body ratio)","640 x 960 pixels, 3:2 ratio (~330 ppi density)","Corning Gorilla Glass, oleophobic coating",,"iOS 4, upgradable to iOS 7.1.2",Apple A4 (45 nm),1.0 GHz Cortex-A8,PowerVR SGX535,No,"8GB 512MB RAM, 16GB 512MB RAM, 32GB 512MB RAM","5 MP, f/2.8, 1/3.2"", 1.75µm, AF","LED flash, HDR",720p@30fps,"VGA, videocalling over Wi-Fi only",,480p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP","GPS, A-GPS",,No,2,"Accelerometer, gyro, proximity, compass","Li-Po 1420 mAh, non-removable",,Up to 7 h (3G),"Black, White","A1349, A1332, iPhone 3,1",1.17 W/kg (head)     1.11 W/kg (body)     ,0.93 W/kg (head)     0.74 W/kg (body)     ,About 200 EUR,,,"40,500,231 hits",
35,Apple iPhone 4 CDMA,TRUE,TRUE,FALSE,FALSE,"2011, January. Released 2011, February",Discontinued,115.2 x 58.6 x 9.3 mm (4.54 x 2.31 x 0.37 in),137 g (4.83 oz),,Micro-SIM,,IPS LCD,"3.5 inches, 36.5 cm2 (~54.0% screen-to-body ratio)","640 x 960 pixels, 3:2 ratio (~330 ppi density)","Corning Gorilla Glass, oleophobic coating",,"iOS 4, upgradable to iOS 7.1.1",Apple A4 (45 nm),1.0 GHz Cortex-A8,PowerVR SGX535,No,"16GB 512MB RAM, 32GB 512MB RAM","5 MP, AF","LED flash, HDR",720p@30fps,Videocalling over Wi-Fi only,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"2.1, A2DP","GPS, A-GPS",,No,2,"Accelerometer, gyro, proximity, compass","Li-Po 1420 mAh, non-removable",,,"Black, White","iPhone 3,3",1.18 W/kg (head)     0.87 W/kg (body)     ,,About 150 EUR,,,"2,807,273 hits",
36,Apple iPhone 3GS,TRUE,TRUE,FALSE,FALSE,"2009, June. Released 2009, June",Discontinued,115.5 x 62.1 x 12.3 mm (4.55 x 2.44 x 0.48 in),135 g (4.76 oz),,Mini-SIM,,TFT,"3.5 inches, 36.5 cm2 (~50.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","Corning Gorilla Glass, oleophobic coating",,"iOS 3, upgradable to iOS 6.1.6",,600 MHz Cortex-A8,PowerVR SGX535,No,"8GB 256MB RAM, 16GB 256MB RAM, 32GB 256MB RAM","3.15 MP, f/2.8, AF",,480p@30fps,No,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP (headset support only)","GPS, A-GPS",,No,2,"Accelerometer, proximity, compass","Li-Ion 1400 mAh, non-removable",,Up to 5 h (3G),"Black, White ","A1325, A1303, iPhone2,1",0.26 W/kg (head)     0.79 W/kg (body)     ,0.45 W/kg (head)     0.40 W/kg (body)     ,About 110 EUR,,,"20,782,149 hits",
37,Apple iPhone 3G,TRUE,TRUE,FALSE,FALSE,"2008, June. Released 2008, July",Discontinued,115.5 x 62.1 x 12.3 mm (4.55 x 2.44 x 0.48 in),133 g (4.69 oz),,Mini-SIM,,TFT,"3.5 inches, 36.5 cm2 (~50.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","Corning Gorilla Glass, oleophobic coating",,"iOS, upgradable to iOS 4.2.1",,412 MHz ARM 11,PowerVR MBX,No,"8GB 128MB RAM, 16GB 128MB RAM",2 MP,,No,No,,,Yes,Yes,Wi-Fi 802.11b/g,"2.0, A2DP (headset support only)","GPS, A-GPS",,No,2,"Accelerometer, proximity","Li-Ion 1220 mAh, non-removable",,,"Black(8/16 GB), White (16 GB)","iPhone1,2",0.52 W/kg (head)     1.29 W/kg (body)     ,0.56 W/kg (head)     0.23 W/kg (body)     ,About 90 EUR,,,"14,451,278 hits",
38,Apple iPhone,TRUE,FALSE,FALSE,FALSE,"2007, January. Released 2007, June",Discontinued,115 x 61 x 11.6 mm (4.53 x 2.40 x 0.46 in),135 g (4.76 oz),,Mini-SIM,,TFT,"3.5 inches, 36.5 cm2 (~52.0% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","Corning Gorilla Glass, oleophobic coating",,"iOS, upgradable to iOS 3.1.3",,412 MHz ARM 11,PowerVR MBX,No,4/8/16GB,2 MP,,No,No,,,Yes,Yes,Wi-Fi 802.11b/g,2.0 (headset support only),No,,No,2,"Accelerometer, proximity","Li-Ion 1400 mAh, non-removable",,,Black,"A1203, iPhone1,1",0.97 W/kg (head)     0.38 W/kg (body)     ,0.97 W/kg (head)     0.69 W/kg (body)     ,About 420 EUR,,,"14,839,911 hits",
39,Google Pixel Fold,TRUE,TRUE,TRUE,TRUE,"2023, May 10","Coming soon. Exp. release 2023, June 27",Unfolded: 158.7 x 139.7 x 5.8 mmFolded: 139.7 x 79.5 x 12.1 mm,283 g (9.98 oz),"Glass front (Gorilla Glass Victus) (folded), plastic front (unfolded), glass back (Gorilla Glass Victus), aluminum frame",Nano-SIM and eSIM,IPX8 water resistant,"Foldable OLED, 120Hz, HDR10+, 1000 nits (HBM), 1450 nits (peak)","7.6 inches, 183.3 cm2 (~82.7% screen-to-body ratio)",1840 x 2208 pixels (~378 ppi density),,"Cover display:
OLED, 120Hz, HDR, Corning Gorilla Glass Victus
5.8 inches, 1080 x 2092 pixels, 17.4:9 ratio, 408 ppi
1200 nits (HBM), 1550 nits (peak)",Android 13,Google Tensor G2 (5 nm),Octa-core (2x2.85 GHz Cortex-X1 & 2x2.35 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),Mali-G710 MP7,No,"256GB 12GB RAM, 512GB 12GB RAM","48 MP, f/1.7, 25mm (wide), 1/2"", 0.8µm, Dual Pixel PDAF, Laser AF, OIS
10.8 MP, f/3.1, 112mm (telephoto), 1/3.1"", 1.22µm, Dual Pixel PDAF, OIS, 5x optical zoom
10.8 MP, f/2.2, 121˚, (ultrawide), 1/3"", 1.25µm","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/120/240fps, 10-bit HDR","8 MP, f/2.0, 24mm (wide), 1/4"", 1.12µm
Cover camera:
9.5 MP, f/2.2, 24mm (wide), 1.22µm, Dual Pixel PDAF","HDR, panorama","4K@30/60fps, 1080p@30/60fps","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6e, tri-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS",Yes,No,"USB Type-C 3.2, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Po 4821 mAh, non-removable","Wired, PD3.0
Wireless",,"Porcelain, Obsidian",G9FPL,,,"$ 1,879.00",,,"201,860 hits",
40,Google Pixel Tablet,TRUE,TRUE,TRUE,FALSE,"2023, May 10","Available. Released 2023, June 20",258 x 169 x 8.1 mm (10.16 x 6.65 x 0.32 in),493 g (1.09 lb),"Glass front, aluminum frame, aluminum back",No,Stylus support,IPS LCD,"10.95 inches, 347.7 cm2 (~79.7% screen-to-body ratio)","1600 x 2560 pixels, 16:10 ratio (~276 ppi density)",,,Android 13,Google Tensor G2 (5 nm),Octa-core (2x2.85 GHz Cortex-X1 & 2x2.35 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),Mali-G710 MP7,No,"128GB 8GB RAM, 256GB 8GB RAM","8 MP, f/2.0, 24mm (wide), 1/4"", 1.12µm","HDR, panorama",1080p@30fps,"8 MP, f/2.0, 24mm (wide), 1/4"", 1.12µm","HDR, panorama",1080p@30fps,"Yes, with stereo speakers (4 speakers)",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band","5.2, A2DP, LE",Unspecified,No,No,"USB Type-C 3.2 (Gen 1), magnetic connector","Accelerometer, gyro, compass, proximity (accessories only)","Li-Po, non-removable (27 Wh)",Wired,,"Porcelain, Hazel, Rose",,,,About 670 EUR,,,"217,271 hits",
41,Google Pixel 7a,TRUE,TRUE,TRUE,TRUE,"2023, May 10","Available. Released 2023, May 10",152 x 72.9 x 9 mm (5.98 x 2.87 x 0.35 in),193.5 g (6.84 oz),"Glass front (Gorilla Glass 3), aluminum frame, plastic back",Nano-SIM and eSIM,IP67 dust/water resistant (up to 1m for 30 min),"OLED, HDR, 90Hz","6.1 inches, 90.7 cm2 (~81.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~429 ppi density)",Corning Gorilla Glass 3,Always-on display,Android 13,Google Tensor G2 (5 nm),Octa-core (2x2.85 GHz Cortex-X1 & 2x2.35 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),Mali-G710 MP7,No,128GB 8GB RAM,"64 MP, f/1.9, 26mm (wide), 1/1.73"", 0.8µm, Dual Pixel PDAF, OIS
13 MP, f/2.2, 120˚ (ultrawide), 1.12µm","Dual-LED flash, Pixel Shift, Auto-HDR, panorama","4K@30/60fps, 1080p@30/60/120/240fps, OIS","13 MP, f/2.2, 20mm (ultrawide), 1.12µm","Auto-HDR, panorama","4K@30fps, 1080p@30fps","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6e, tri-band","5.3, A2DP, LE","GPS, GLONASS, GALILEO, BDS, QZSS, NavIC",Yes,No,USB Type-C 3.2,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer","Li-Po 4385 mAh, non-removable","18W wired, PD3.0
7.5W wireless",,"Charcoal, Snow, Sea, Coral","GWKK3, GHL1X, G0DZQ, G82U8",,,"$ 428.00 / C$ 549.99 / £ 399.99 / € 501.33 / ₹ 40,350","
AnTuTu: 765281 (v9)
GeekBench: 3191 (v5.1), 3631 (v6)
GFXBench: 62fps (ES 3.1 onscreen)",Endurance rating 76h,"1,202,745 hits",4.3
